UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2050,2065,2080,2095
Eastern Europe,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,load factor,tonnes/veh,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141
Eastern Europe,Freight,Truck,Truck (16-32t),Liquids,Liquids,load factor,tonnes/veh,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247
Eastern Europe,Freight,Truck,Truck (16-32t),NG,Natural Gas,load factor,tonnes/veh,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247
Eastern Europe,Freight,Truck,Truck (>32t),Liquids,Liquids,load factor,tonnes/veh,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597
Eastern Europe,Freight,Truck,Truck (>32t),NG,Natural Gas,load factor,tonnes/veh,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597
Former Soviet Union,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,121.216,124.3548,127.4936,130.6324,132.9753333,135.3182667,137.6612,141.8494,141.8494,141.8494,141.8494
Former Soviet Union,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,224.489,230.3019667,236.1149334,241.9279,246.2669667,250.6060333,254.9451,262.7014,262.7014,262.7014,262.7014
Former Soviet Union,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924
Former Soviet Union,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924
Former Soviet Union,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,263,263,263,263,263,263,263,263,263,263,263
Former Soviet Union,Passenger,LDV_2W,Moped,Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_2W,Moped,BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Midsize Car,BEV,Electricity,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,load factor,pers/veh,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Former Soviet Union,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,263,263,263,263,263,263,263,263,263,263,263
Former Soviet Union,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,263,263,263,263,263,263,263,263,263,263,263
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,263,263,263,263,263,263,263,263,263,263,263
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,263,263,263,263,263,263,263,263,263,263,263
Former Soviet Union,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
Former Soviet Union,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
Former Soviet Union,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
Former Soviet Union,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
Former Soviet Union,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Former Soviet Union,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Former Soviet Union,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,load factor,tonnes/veh,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
Former Soviet Union,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,load factor,tonnes/veh,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
Former Soviet Union,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,load factor,tonnes/veh,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906
Former Soviet Union,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,load factor,tonnes/veh,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906
Former Soviet Union,Freight,Truck,Truck (16-32t),Liquids,Liquids,load factor,tonnes/veh,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566
Former Soviet Union,Freight,Truck,Truck (16-32t),NG,Natural Gas,load factor,tonnes/veh,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566
Former Soviet Union,Freight,Truck,Truck (>32t),Liquids,Liquids,load factor,tonnes/veh,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844
Former Soviet Union,Freight,Truck,Truck (>32t),NG,Natural Gas,load factor,tonnes/veh,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844
India,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,143.1471,143.1471,143.1471,143.1471
India,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,262.0707,262.0707,262.0707,262.0707
India,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878
India,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878
India,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097
India,Passenger,LDV_2W,Moped,Liquids,Liquids,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_2W,Moped,BEV,Electricity,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_2W,Scooter,Liquids,Liquids,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_2W,Scooter,BEV,Electricity,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
India,Passenger,LDV_3W,Three-Wheeler,Liquids,Liquids,load factor,pers/veh,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
India,Passenger,LDV_3W,Three-Wheeler,NG,Natural Gas,load factor,pers/veh,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
India,Passenger,LDV_4W,Mini Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Mini Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Mini Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
India,Passenger,LDV_4W,Multipurpose Vehicle,Liquids,Liquids,load factor,pers/veh,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
India,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,load factor,pers/veh,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
India,Passenger,LDV_4W,Multipurpose Vehicle,NG,Natural Gas,load factor,pers/veh,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
India,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,load factor,pers/veh,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
India,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,load factor,pers/veh,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
India,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097
India,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097
India,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097
India,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097,1152.0097
India,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
India,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
India,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
India,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
India,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
India,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
India,Freight,Truck,Truck (0-2t),Liquids,Liquids,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
India,Freight,Truck,Truck (0-2t),NG,Natural Gas,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
India,Freight,Truck,Truck (2-5t),Liquids,Liquids,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
India,Freight,Truck,Truck (2-5t),NG,Natural Gas,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
India,Freight,Truck,Truck (5-9t),Liquids,Liquids,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
India,Freight,Truck,Truck (5-9t),NG,Natural Gas,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
India,Freight,Truck,Truck (9-16t),Liquids,Liquids,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6
India,Freight,Truck,Truck (9-16t),NG,Natural Gas,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6
Japan,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,143.1471,143.1471,143.1471,143.1471
Japan,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,262.0707,262.0707,262.0707,262.0707
Japan,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442
Japan,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442
Japan,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945,768.0945
Japan,Passenger,LDV_2W,Moped,Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_2W,Moped,BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Japan,Passenger,LDV_4W,Mini Car,Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Mini Car,NG,Natural Gas,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Mini Car,BEV,Electricity,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,load factor,pers/veh,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381,1.5381
Japan,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089
Japan,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089
Japan,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089
Japan,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089,320.7089
Japan,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Japan,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Japan,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Japan,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Japan,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Japan,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Japan,Freight,Truck,Truck (0-1t),Liquids,Liquids,load factor,tonnes/veh,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
Japan,Freight,Truck,Truck (0-1t),NG,Natural Gas,load factor,tonnes/veh,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
Japan,Freight,Truck,Truck (1-6t),Liquids,Liquids,load factor,tonnes/veh,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817
Japan,Freight,Truck,Truck (1-6t),NG,Natural Gas,load factor,tonnes/veh,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817
Korea,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,143.1471,143.1471,143.1471,143.1471
Korea,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,262.0707,262.0707,262.0707,262.0707
Korea,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772
Korea,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772
Korea,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605
